timestamp,ear,mar,pitch,roll,yaw,blink_count,yawn_count,eye_closed_frames,norm_ear,norm_mar,norm_pitch,norm_roll,norm_yaw,baseline_progress,severity,severity_score,label
1777912251.3419287,0.27843124878546727,0.3090203229938974,162.31389775969836,-1.4721313203113944,0.09492334875489801,0.0,0.0,0.0,1.024577108425738,0.9691743172494219,0.9925391701691411,-1.0250202926139036,0.028574189290441032,0.019166666666666665,alert,0.1,alert
1777912251.4259079,0.29646623240636577,0.3016861478500824,159.97889301072098,-0.6675731055185968,0.9004947064471746,0.0,0.0,0.0,1.0850019378202682,0.9462928658430897,0.9789429677350109,-0.4911362708468038,0.32556962915353743,0.02,alert,0.1,alert
1777912251.4870067,0.3020955228418455,0.3080639324169861,160.67040572687162,-1.047647380966248,1.0898287358134584,0.0,0.0,0.0,1.0996160070853005,0.9664210915249447,0.9838605812200462,-0.8170147452384268,0.49317667374982377,0.020833333333333332,alert,0.1,alert
1777912251.5715525,0.31354367859669874,0.33322411783441364,161.3147164726934,-1.369067364730456,2.2904562417714605,0.0,0.0,0.0,1.1382446203997265,1.0452173813106564,0.98782143396681,-1.0327305821661925,1.017919413931079,0.021666666666666667,alert,0.1,alert
1777912251.6316042,0.29677852615007205,0.30611918760024365,159.40343997216107,-1.3214629472210933,2.7767936409603697,0.0,0.0,0.0,1.0745185305472387,0.9603202721470054,0.976132856880625,-1.0,1.2123321067303043,0.0225,alert,0.1,alert
1777912251.703377,0.25405011001453853,0.30183684070248434,156.3950341007988,-1.416463344046358,3.285091399520626,0.0,0.0,0.0,0.9222675843130579,0.9487727708830781,0.9587520611998155,-1.052925022070419,1.2965973557828903,0.023333333333333334,low,0.55,alert
1777912251.7723424,0.20621150499460514,0.31989662777494465,156.6412900670072,-1.848144210460223,4.059339064933523,0.0,0.0,1.0,0.7506018944078469,1.0035411992694692,0.9613072683127085,-1.3499293446557965,1.4618799917481724,0.024166666666666666,medium,0.75,alert
1777912251.8512375,0.14279879918036176,0.3179367572641404,156.51900964064666,-0.7897369464779143,5.210122213801539,0.0,0.0,2.0,0.5226125504125811,0.9986947632701292,0.9624239120107704,-0.5870492839049908,1.718977571830735,0.025,high,0.95,alert
1777912252.6979518,0.25775095043788543,0.2976910328437256,164.4377184136709,-0.1924885458373623,3.9359181619061623,1.0,0.0,0.0,0.9484773158386177,0.9363215357839398,1.0091539327095669,-0.14566321836124638,1.1981152678067062,0.025833333333333333,alert,0.1,alert
1777912252.7905953,0.23614259070515992,0.3034096803807598,167.95521537606638,-0.3459356942801712,4.506478167025419,1.0,0.0,0.0,0.8695718088179707,0.9549640344115092,1.0296197053627556,-0.2657211346811565,1.3641345258034245,0.02666666666666667,low,0.55,alert
1777912252.85088,0.2430157396738581,0.2994648192011498,168.4911215355444,-0.2728160320752759,5.125241392509396,1.0,0.0,0.0,0.8955095043607454,0.9431959343090905,1.031782751063812,-0.21275738859516222,1.5428197554103917,0.0275,low,0.55,alert
1777912252.9238403,0.24565180260559882,0.2995022919804242,169.552368909827,-0.6197955036622977,4.371825019451152,1.0,0.0,0.0,0.911641105848265,0.9447868814980379,1.0382652485232269,-0.5320282927869756,1.3035753106789578,0.028333333333333332,low,0.55,alert
1777912252.9939382,0.22404903514613994,0.30100908771406226,172.01339557850451,-0.9836635276320448,3.7521143640069448,1.0,0.0,0.0,0.8374077945807203,0.9510250664793813,1.0533190514200388,-0.9389261554062295,1.1083087706572607,0.029166666666666667,low,0.55,alert
1777912253.0630744,0.16265887249919556,0.30448055756258385,170.68976867882319,-0.5630621610537107,5.299059621252687,1.0,0.0,1.0,0.613599679963385,0.9626265642340577,1.0444849665340026,-0.5495640580842049,1.52732145664164,0.03,high,0.95,alert
1777912253.9280782,0.2229104191381689,0.2954818343055011,-165.30622426156557,0.5321316103187053,8.694027831797197,1.0,0.0,0.0,0.8487672559646433,0.9347923940826651,-1.0122478819014675,0.5313475720433631,2.4465533357858704,0.030833333333333334,low,0.55,alert
1777912253.9929423,0.22391189447462528,0.29490788549696867,-163.5078607586035,0.768333699454291,8.509330970239187,1.0,0.0,0.0,0.8605717259637763,0.9398247776382593,-1.0012512993924518,0.7740855056636929,2.3295057929782046,0.03166666666666667,low,0.55,alert
1777912254.0628538,0.08487626491861085,0.2983942306100567,-153.99419910330002,3.034283290190638,9.357461956364183,1.0,0.0,1.0,0.32929564284599955,0.9579667778407919,-0.9430084917866288,3.084676014668362,2.493917042115741,0.0325,high,0.95,alert
1777912254.9477472,0.2435898173025829,0.30371837511345406,-163.13529817047828,1.9073044576811187,9.544842692549834,1.0,0.0,0.0,0.9484766635131696,0.9769576250520651,-1.0000720564732668,2.151013812758073,2.4830391027556673,0.03333333333333333,low,0.55,alert
1777912255.0136437,0.2526867134905889,0.3021924109562279,173.5205956371921,0.6147264923469379,8.641153931701474,1.0,0.0,0.0,0.9874688463104925,0.9739451326463217,1.0625815526725217,0.7783939894017979,2.195460773380656,0.034166666666666665,low,0.55,alert
1777912255.0910976,0.2583057142680973,0.3022569464056343,-177.79685981232808,0.17921519301630723,7.48776983824436,1.0,0.0,0.0,1.0057766155760945,0.976129290642975,-1.0899521637628105,0.2359729500214322,1.8730528926844994,0.035,low,0.55,alert
1777912255.1525388,0.25257482628052375,0.30007552678811505,-168.59955423097242,0.15088768279058956,7.540719190303973,1.0,0.0,0.0,0.9870316047447856,0.9710543432253191,-1.0346951103836315,0.2069193893716184,1.8576224034706157,0.035833333333333335,low,0.55,alert
1777912255.237689,0.26781268826831894,0.299166372939452,-161.60613154920938,-0.9063954290056464,7.234155221448709,1.0,0.0,0.0,1.0427943492387286,0.9696127240849891,-0.9937042515641277,-1.193452405840068,1.716051342150263,0.03666666666666667,low,0.55,alert
1777912255.30917,0.24945726629307138,0.3012585924493555,-166.93471444086396,-1.0999781889338214,7.229158808589931,1.0,0.0,0.0,0.974848560683674,0.9779093257875475,-1.0284683982391118,-1.392841241427956,1.6535791749271553,0.0375,low,0.55,alert
1777912255.3688135,0.26617376333941667,0.3003247197790232,-168.89383552688574,-0.7930027179511645,7.816085845140959,1.0,0.0,0.0,1.0364127932873037,0.9758388815954979,-1.0413380453310244,-1.0020633661660512,1.7607161370759266,0.03833333333333333,low,0.55,alert
1777912255.4378614,0.269193830125657,0.29955803884227034,-166.71643782423595,-1.2276822299821735,7.129378892812459,1.0,0.0,0.0,1.0443951018156543,0.9743081401853941,-1.0287036007739339,-1.5481437858801612,1.5820289433507524,0.03916666666666667,low,0.55,alert
1777912255.5377548,0.2655076202706892,0.2981417640788681,-167.87056086511848,-1.4691457692822119,7.190811511179788,1.0,0.0,0.0,1.0289863049126942,0.971816311789161,-1.0367933536826217,-1.7290189140350396,1.5900551604754922,0.04,low,0.55,alert
1777912255.6673224,0.10923118443806273,0.2951733307725824,-165.70605837277998,-1.5147543166742787,6.402167772517934,1.0,0.0,1.0,0.4237857678215856,0.9642431534152793,-1.0243827461268626,-1.6711848583967677,1.4107116533175836,0.04083333333333333,high,0.95,alert
1777912256.5036278,0.2172183782167807,0.3024203124855631,174.35803989546227,-7.752651942201333,6.887993144629342,1.0,0.0,0.0,0.8457930011453287,0.9892037685976677,1.0768609814200436,-8.203608585832546,1.4255697096167437,0.041666666666666664,low,0.55,alert
1777912256.5676155,0.22670366828680438,0.30630401965517295,-174.19433353761343,-8.83091001217749,7.621944602886566,1.0,0.0,0.0,0.885930275815095,1.0006037911454628,-1.0768566430297224,-8.97757186691264,1.4871386573179037,0.0425,low,0.55,alert
1777912256.638314,0.23671188313726468,0.30646564034424223,-172.19084207780435,-8.809982302573081,6.790216840317544,1.0,0.0,0.0,0.9283848135170262,1.0008296116591415,-1.0659444516462038,-8.87593451962233,1.3139773497995428,0.043333333333333335,low,0.55,alert
1777912256.7032034,0.2542055851946584,0.3106892779712416,-176.77597667159404,-9.345758759399155,7.554464219506571,1.0,0.0,0.0,1.0,1.0143166854976484,-1.0958453173831655,-9.331988796409934,1.449959119863811,0.04416666666666667,low,0.55,alert
